OID_,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,Join_Count_12,TARGET_FID_12,SIG_CD,SIG_ENG_NM,SIG_KOR_NM,MBSNCD,MBSNNM,BBSNCD,Urban,Elev,Slope,HSI,HSI_QUANTILE,HSI_QUANTILE_RANGE,MAP_NUM,MAP_NAME,구분,LV2_CODE,LV2_NAME,LC2Code,Shape_Length,Shape_Area
800,1,221601,1,39717,1,221601,44150,Gongju-si,공주시,3012,금강공주,30,1,1,1,0.3093820,2,0.173682 - 0.336644,367094,월암,D,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
801,1,222192,1,39779,1,222192,44790,Cheongyang-gun,청양군,3012,금강공주,30,1,1,1,0.1760000,2,0.173682 - 0.336644,366124,부여,B,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
802,2,233896,1,41416,1,233896,36110,Sejong-si,세종특별자치시,3012,금강공주,30,1,1,1,0.3132580,2,0.173682 - 0.336644,367054,의당,D,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
803,2,240043,1,42222,2,240043,44131,"Dongnam-gu, Cheonan-si",천안시동남구,3012,금강공주,30,1,1,1,0.2727240,2,0.173682 - 0.336644,367052,전의,B,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
804,2,241885,1,42479,2,241885,44131,"Dongnam-gu, Cheonan-si",천안시동남구,3012,금강공주,30,1,1,1,0.1871510,2,0.173682 - 0.336644,367051,광덕,B,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
805,2,227146,1,40531,1,227146,30200,Yuseong-gu,유성구,3012,금강공주,30,1,1,1,0.4190300,3,0.336645 - 0.965233,367101,금남,D,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
806,1,212336,1,37942,1,212336,44760,Buyeo-gun,부여군,3012,금강공주,30,0,1,1,0.1564810,1,0.003985 - 0.173681,366161,홍산,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
807,1,218488,1,39254,1,218488,44760,Buyeo-gun,부여군,3012,금강공주,30,1,1,1,0.1345640,1,0.003985 - 0.173681,366123,온산,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
808,1,222175,1,39762,1,222175,44790,Cheongyang-gun,청양군,3012,금강공주,30,1,1,1,0.1186030,1,0.003985 - 0.173681,366123,온산,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
809,1,225249,1,40218,1,225249,44790,Cheongyang-gun,청양군,3012,금강공주,30,1,1,1,0.1288120,1,0.003985 - 0.173681,366121,청양,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
810,2,228341,1,40664,1,228341,44150,Gongju-si,공주시,3012,금강공주,30,1,1,1,0.1500190,1,0.003985 - 0.173681,366122,정산,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
811,2,231410,1,41064,2,231410,44150,Gongju-si,공주시,3012,금강공주,30,1,1,1,0.0765324,1,0.003985 - 0.173681,366084,유구,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
812,1,232648,1,41235,1,232648,44150,Gongju-si,공주시,3012,금강공주,30,1,1,1,0.1549710,1,0.003985 - 0.173681,366084,유구,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
813,1,237569,1,41868,1,237569,44150,Gongju-si,공주시,3012,금강공주,30,1,1,1,0.1621880,1,0.003985 - 0.173681,366084,유구,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
814,2,240645,1,42296,2,240645,44150,Gongju-si,공주시,3012,금강공주,30,1,1,1,0.1613380,1,0.003985 - 0.173681,366082,대술,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
815,1,219128,1,39370,1,219128,44150,Gongju-si,공주시,3012,금강공주,30,1,1,1,0.2430800,2,0.173682 - 0.336644,367093,탄천,D,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
816,1,221574,1,39690,1,221574,44790,Cheongyang-gun,청양군,3012,금강공주,30,1,1,1,0.1753400,2,0.173682 - 0.336644,366124,부여,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
817,1,224033,1,40048,1,224033,44790,Cheongyang-gun,청양군,3012,금강공주,30,1,1,1,0.1850400,2,0.173682 - 0.336644,366122,정산,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
818,1,227119,1,40504,1,227119,44150,Gongju-si,공주시,3012,금강공주,30,1,1,1,0.2056190,2,0.173682 - 0.336644,367091,공주,D,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
819,1,228360,1,40683,1,228360,44150,Gongju-si,공주시,3012,금강공주,30,1,1,1,0.3063950,2,0.173682 - 0.336644,367092,하봉,D,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
820,1,230813,1,41000,1,230813,44150,Gongju-si,공주시,3012,금강공주,30,1,1,1,0.2147010,2,0.173682 - 0.336644,367053,마곡,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
821,1,228376,1,40699,1,228376,36110,Sejong-si,세종특별자치시,3012,금강공주,30,1,1,1,0.4644850,3,0.336645 - 0.965233,367101,금남,D,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
822,1,232058,1,41179,1,232058,36110,Sejong-si,세종특별자치시,3012,금강공주,30,0,1,1,0.4205320,3,0.336645 - 0.965233,367063,조치원,D,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
823,1,215410,1,38718,1,215410,44760,Buyeo-gun,부여군,3012,금강공주,30,1,1,1,0.1102660,1,0.003985 - 0.173681,366123,온산,B,330,혼효림,330,4000.000000000000000,1000000.000000000000000
824,1,220949,1,39597,1,220949,44760,Buyeo-gun,부여군,3012,금강공주,30,1,1,1,0.1563920,1,0.003985 - 0.173681,366123,온산,B,330,혼효림,330,4000.000000000000000,1000000.000000000000000
825,1,222801,1,39864,1,222801,44790,Cheongyang-gun,청양군,3012,금강공주,30,1,1,1,0.1266400,1,0.003985 - 0.173681,366122,정산,B,330,혼효림,330,4000.000000000000000,1000000.000000000000000
826,2,227723,1,40581,1,227723,44150,Gongju-si,공주시,3012,금강공주,30,1,1,1,0.1297990,1,0.003985 - 0.173681,366122,정산,B,330,혼효림,330,4000.000000000000000,1000000.000000000000000
827,1,233259,1,41312,1,233259,44150,Gongju-si,공주시,3012,금강공주,30,1,1,1,0.1322680,1,0.003985 - 0.173681,366084,유구,B,330,혼효림,330,4000.000000000000000,1000000.000000000000000
828,1,223438,1,39978,1,223438,44150,Gongju-si,공주시,3012,금강공주,30,1,1,1,0.3225720,2,0.173682 - 0.336644,367092,하봉,D,330,혼효림,330,4000.000000000000000,1000000.000000000000000
829,1,233880,1,41400,1,233880,44150,Gongju-si,공주시,3012,금강공주,30,1,1,1,0.1967470,2,0.173682 - 0.336644,366084,유구,B,330,혼효림,330,4000.000000000000000,1000000.000000000000000
830,1,220988,1,39633,1,220988,44150,Gongju-si,공주시,3012,금강공주,30,1,1,1,0.3782700,3,0.336645 - 0.965233,367103,유성,D,330,혼효림,330,4000.000000000000000,1000000.000000000000000
831,1,222187,1,39774,1,222187,44790,Cheongyang-gun,청양군,3012,금강공주,30,1,1,1,0.1359410,1,0.003985 - 0.173681,366124,부여,B,430,기타초지,430,4000.000000000000000,1000000.000000000000000
832,1,209871,1,37159,1,209871,44760,Buyeo-gun,부여군,3012,금강공주,30,1,1,1,0.1031460,1,0.003985 - 0.173681,366152,판교,B,710,내륙수,710,4000.000000000000000,1000000.000000000000000
833,2,234512,1,41498,1,234512,36110,Sejong-si,세종특별자치시,3012,금강공주,30,0,1,1,0.2757320,2,0.173682 - 0.336644,367054,의당,D,710,내륙수,710,4000.000000000000000,1000000.000000000000000
834,1,204980,1,35408,1,204980,45140,Iksan-si,익산시,3013,논산천,30,1,1,1,0.1142310,1,0.003985 - 0.173681,367133,연무,D,210,논,210,4000.000000000000000,1000000.000000000000000
835,1,208673,1,36754,1,208673,44230,Nonsan-si,논산시,3013,논산천,30,1,1,1,0.1593000,1,0.003985 - 0.173681,367131,논산,D,210,논,210,4000.000000000000000,1000000.000000000000000
836,1,211749,1,37789,1,211749,44230,Nonsan-si,논산시,3013,논산천,30,1,1,1,0.1400730,1,0.003985 - 0.173681,367131,논산,D,210,논,210,4000.000000000000000,1000000.000000000000000
837,1,207445,1,36301,1,207445,44230,Nonsan-si,논산시,3013,논산천,30,1,1,1,0.1746970,2,0.173682 - 0.336644,367131,논산,D,210,논,210,4000.000000000000000,1000000.000000000000000
838,1,214829,1,38609,1,214829,44230,Nonsan-si,논산시,3013,논산천,30,1,1,1,0.2588980,2,0.173682 - 0.336644,367094,월암,D,210,논,210,4000.000000000000000,1000000.000000000000000
839,1,216674,1,38987,1,216674,44230,Nonsan-si,논산시,3013,논산천,30,1,1,1,0.3100060,2,0.173682 - 0.336644,367094,월암,D,210,논,210,4000.000000000000000,1000000.000000000000000
840,2,201295,1,34032,1,201295,45140,Iksan-si,익산시,3013,논산천,30,1,1,1,0.1681160,1,0.003985 - 0.173681,367133,연무,D,220,밭,220,4000.000000000000000,1000000.000000000000000
841,1,209911,1,37199,1,209911,44230,Nonsan-si,논산시,3013,논산천,30,1,1,1,0.2093950,2,0.173682 - 0.336644,367132,연산,D,220,밭,220,4000.000000000000000,1000000.000000000000000
842,2,217288,1,39090,1,217288,44150,Gongju-si,공주시,3013,논산천,30,1,1,1,0.2768680,2,0.173682 - 0.336644,367094,월암,D,220,밭,220,4000.000000000000000,1000000.000000000000000
843,2,203149,1,34736,2,203149,45710,Wanju-gun,완주군,3013,논산천,30,1,1,1,0.1663510,1,0.003985 - 0.173681,367134,화평,D,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
844,1,201924,1,34284,2,201924,45710,Wanju-gun,완주군,3013,논산천,30,1,1,1,0.2340040,2,0.173682 - 0.336644,367143,장선,D,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
845,1,202544,1,34515,1,202544,45710,Wanju-gun,완주군,3013,논산천,30,1,1,1,0.1718550,1,0.003985 - 0.173681,367143,장선,D,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
846,1,204388,1,35203,1,204388,45710,Wanju-gun,완주군,3013,논산천,30,1,1,1,0.2611810,2,0.173682 - 0.336644,367143,장선,D,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
847,1,205603,1,35629,1,205603,44230,Nonsan-si,논산시,3013,논산천,30,1,1,1,0.2147530,2,0.173682 - 0.336644,367132,연산,D,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
848,2,203765,1,34964,2,203765,45710,Wanju-gun,완주군,3013,논산천,30,1,1,1,0.1671050,1,0.003985 - 0.173681,367134,화평,D,330,혼효림,330,4000.000000000000000,1000000.000000000000000
849,1,211759,1,37799,1,211759,44230,Nonsan-si,논산시,3013,논산천,30,1,1,1,0.3336690,2,0.173682 - 0.336644,367132,연산,D,330,혼효림,330,4000.000000000000000,1000000.000000000000000
850,1,206801,1,36045,1,206801,44770,Seocheon-gun,서천군,3014,금강하구언,30,1,1,1,0.1504080,1,0.003985 - 0.173681,366161,홍산,B,110,주거지역,110,4000.000000000000000,1000000.000000000000000
851,1,196349,1,32067,2,196349,45130,Gunsan-si,군산시,3014,금강하구언,30,1,1,1,0.1712730,1,0.003985 - 0.173681,356041,산월,C,210,논,210,4000.000000000000000,1000000.000000000000000
852,1,200034,1,33528,1,200034,44770,Seocheon-gun,서천군,3014,금강하구언,30,1,1,1,0.1052400,1,0.003985 - 0.173681,366163,한산,B,210,논,210,4000.000000000000000,1000000.000000000000000
853,1,201271,1,34008,1,201271,44770,Seocheon-gun,서천군,3014,금강하구언,30,1,1,1,0.1249460,1,0.003985 - 0.173681,366163,한산,B,210,논,210,4000.000000000000000,1000000.000000000000000
854,1,201272,1,34009,1,201272,44770,Seocheon-gun,서천군,3014,금강하구언,30,1,1,1,0.1313200,1,0.003985 - 0.173681,366163,한산,B,210,논,210,4000.000000000000000,1000000.000000000000000
855,1,201879,1,34240,1,201879,44770,Seocheon-gun,서천군,3014,금강하구언,30,1,1,1,0.1336690,1,0.003985 - 0.173681,366163,한산,B,210,논,210,4000.000000000000000,1000000.000000000000000
856,1,204950,1,35378,1,204950,44770,Seocheon-gun,서천군,3014,금강하구언,30,1,1,1,0.1550940,1,0.003985 - 0.173681,366154,서천,B,210,논,210,4000.000000000000000,1000000.000000000000000
857,1,206203,1,35838,1,206203,45140,Iksan-si,익산시,3014,금강하구언,30,1,1,1,0.1048770,1,0.003985 - 0.173681,366162,석성,B,210,논,210,4000.000000000000000,1000000.000000000000000
858,1,203112,1,34699,1,203112,44770,Seocheon-gun,서천군,3014,금강하구언,30,1,1,1,0.1584160,1,0.003985 - 0.173681,366163,한산,B,220,밭,220,4000.000000000000000,1000000.000000000000000
859,1,201882,1,34243,1,201882,44770,Seocheon-gun,서천군,3014,금강하구언,30,1,1,1,0.1736090,1,0.003985 - 0.173681,366163,한산,B,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
860,1,198186,1,32806,2,198186,44770,Seocheon-gun,서천군,3014,금강하구언,30,1,1,1,0.1174690,1,0.003985 - 0.173681,366154,서천,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
861,1,204351,1,35167,1,204351,45140,Iksan-si,익산시,3014,금강하구언,30,1,1,1,0.0965046,1,0.003985 - 0.173681,366164,함열,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
862,1,206184,1,35819,1,206184,44770,Seocheon-gun,서천군,3014,금강하구언,30,1,1,1,0.1286380,1,0.003985 - 0.173681,366161,홍산,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
863,1,202497,1,34470,1,202497,44770,Seocheon-gun,서천군,3014,금강하구언,30,1,1,1,0.1693070,1,0.003985 - 0.173681,366163,한산,B,330,혼효림,330,4000.000000000000000,1000000.000000000000000
864,1,204955,1,35383,1,204955,44770,Seocheon-gun,서천군,3014,금강하구언,30,1,1,1,0.1227610,1,0.003985 - 0.173681,366163,한산,B,710,내륙수,710,4000.000000000000000,1000000.000000000000000
865,1,251695,1,44082,1,251695,44270,Dangjin-si,당진시,3101,삽교천,31,0,1,1,0.1382750,1,0.003985 - 0.173681,366043,합덕,B,110,주거지역,110,4000.000000000000000,1000000.000000000000000
866,1,249252,1,43655,1,249252,44200,Asan-si,아산시,3101,삽교천,31,0,1,1,0.2095790,2,0.173682 - 0.336644,366044,아산,B,110,주거지역,110,4000.000000000000000,1000000.000000000000000
867,1,253576,1,44430,1,253576,44131,"Dongnam-gu, Cheonan-si",천안시동남구,3101,삽교천,31,0,1,1,0.3117160,2,0.173682 - 0.336644,367014,천안,B,110,주거지역,110,4000.000000000000000,1000000.000000000000000
868,1,237539,1,41838,1,237539,44800,Hongseong-gun,홍성군,3101,삽교천,31,1,1,1,0.1783050,2,0.173682 - 0.336644,366074,홍성,B,150,교통시설지역,150,4000.000000000000000,1000000.000000000000000
869,1,234482,1,41468,1,234482,44790,Cheongyang-gun,청양군,3101,삽교천,31,1,1,1,0.1723500,1,0.003985 - 0.173681,366083,대흥,B,210,논,210,4000.000000000000000,1000000.000000000000000
870,1,243697,1,42728,1,243697,44810,Yesan-gun,예산군,3101,삽교천,31,1,1,1,0.1481950,1,0.003985 - 0.173681,366072,덕산,B,210,논,210,4000.000000000000000,1000000.000000000000000
871,1,244928,1,42925,1,244928,44810,Yesan-gun,예산군,3101,삽교천,31,1,1,1,0.1439910,1,0.003985 - 0.173681,366072,덕산,B,210,논,210,4000.000000000000000,1000000.000000000000000
872,2,250470,1,43868,1,250470,44270,Dangjin-si,당진시,3101,삽교천,31,1,1,1,0.1161880,1,0.003985 - 0.173681,366043,합덕,B,210,논,210,4000.000000000000000,1000000.000000000000000
873,1,251083,1,43977,1,251083,44270,Dangjin-si,당진시,3101,삽교천,31,1,1,1,0.1081820,1,0.003985 - 0.173681,366043,합덕,B,210,논,210,4000.000000000000000,1000000.000000000000000
874,1,251085,1,43979,1,251085,44270,Dangjin-si,당진시,3101,삽교천,31,1,1,1,0.1017320,1,0.003985 - 0.173681,366043,합덕,B,210,논,210,4000.000000000000000,1000000.000000000000000
875,1,254771,1,44590,1,254771,44270,Dangjin-si,당진시,3101,삽교천,31,1,1,1,0.1098200,1,0.003985 - 0.173681,366043,합덕,B,210,논,210,4000.000000000000000,1000000.000000000000000
876,1,255995,1,44773,1,255995,44270,Dangjin-si,당진시,3101,삽교천,31,1,1,1,0.1462890,1,0.003985 - 0.173681,366034,면천,B,210,논,210,4000.000000000000000,1000000.000000000000000
877,1,239406,1,42113,1,239406,44810,Yesan-gun,예산군,3101,삽교천,31,1,1,1,0.2033180,2,0.173682 - 0.336644,366082,대술,B,210,논,210,4000.000000000000000,1000000.000000000000000
878,1,243077,1,42625,1,243077,44810,Yesan-gun,예산군,3101,삽교천,31,1,1,1,0.2171930,2,0.173682 - 0.336644,366072,덕산,B,210,논,210,4000.000000000000000,1000000.000000000000000
879,1,244308,1,42822,1,244308,44810,Yesan-gun,예산군,3101,삽교천,31,1,1,1,0.2238820,2,0.173682 - 0.336644,366072,덕산,B,210,논,210,4000.000000000000000,1000000.000000000000000
880,1,249877,1,43778,1,249877,44200,Asan-si,아산시,3101,삽교천,31,1,1,1,0.2448950,2,0.173682 - 0.336644,367013,온양,B,210,논,210,4000.000000000000000,1000000.000000000000000
881,1,249880,1,43781,1,249880,44200,Asan-si,아산시,3101,삽교천,31,1,1,1,0.3027870,2,0.173682 - 0.336644,367013,온양,B,210,논,210,4000.000000000000000,1000000.000000000000000
882,2,250459,1,43857,1,250459,44270,Dangjin-si,당진시,3101,삽교천,31,1,1,1,0.2156620,2,0.173682 - 0.336644,366034,면천,B,210,논,210,4000.000000000000000,1000000.000000000000000
883,1,241864,1,42459,1,241864,44810,Yesan-gun,예산군,3101,삽교천,31,1,1,1,0.1610980,1,0.003985 - 0.173681,366081,예산,B,220,밭,220,4000.000000000000000,1000000.000000000000000
884,2,246783,1,43225,1,246783,44200,Asan-si,아산시,3101,삽교천,31,0,1,1,0.1531490,1,0.003985 - 0.173681,366081,예산,B,220,밭,220,4000.000000000000000,1000000.000000000000000
885,1,257228,1,44956,2,257228,44270,Dangjin-si,당진시,3101,삽교천,31,0,1,1,0.1401990,1,0.003985 - 0.173681,366032,당진,B,220,밭,220,4000.000000000000000,1000000.000000000000000
886,1,237546,1,41845,1,237546,44800,Hongseong-gun,홍성군,3101,삽교천,31,1,1,1,0.2165350,2,0.173682 - 0.336644,366074,홍성,B,220,밭,220,4000.000000000000000,1000000.000000000000000
887,1,239392,1,42099,1,239392,44800,Hongseong-gun,홍성군,3101,삽교천,31,1,1,1,0.1886630,2,0.173682 - 0.336644,366072,덕산,B,220,밭,220,4000.000000000000000,1000000.000000000000000
888,1,252306,1,44184,1,252306,44270,Dangjin-si,당진시,3101,삽교천,31,1,1,1,0.1976400,2,0.173682 - 0.336644,366034,면천,B,220,밭,220,4000.000000000000000,1000000.000000000000000
889,1,253568,1,44422,1,253568,44200,Asan-si,아산시,3101,삽교천,31,0,1,1,0.2109750,2,0.173682 - 0.336644,367013,온양,B,220,밭,220,4000.000000000000000,1000000.000000000000000
890,1,243702,1,42733,1,243702,44810,Yesan-gun,예산군,3101,삽교천,31,1,1,1,0.2125400,2,0.173682 - 0.336644,366081,예산,B,240,과수원,240,4000.000000000000000,1000000.000000000000000
891,1,231402,1,41056,1,231402,44790,Cheongyang-gun,청양군,3101,삽교천,31,0,1,1,0.1643750,1,0.003985 - 0.173681,366083,대흥,B,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
892,2,243724,1,42755,1,243724,44131,"Dongnam-gu, Cheonan-si",천안시동남구,3101,삽교천,31,1,1,1,0.1460510,1,0.003985 - 0.173681,367051,광덕,B,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
893,1,247400,1,43328,1,247400,44200,Asan-si,아산시,3101,삽교천,31,1,1,1,0.1737460,2,0.173682 - 0.336644,366082,대술,B,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
894,1,251071,1,43965,1,251071,44270,Dangjin-si,당진시,3101,삽교천,31,1,1,1,0.2157530,2,0.173682 - 0.336644,366034,면천,B,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
895,1,252949,1,44314,1,252949,44200,Asan-si,아산시,3101,삽교천,31,1,1,1,0.1912650,2,0.173682 - 0.336644,367013,온양,B,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
896,2,253570,1,44424,1,253570,44133,"Seobuk-gu, Cheonan-si",천안시서북구,3101,삽교천,31,1,1,1,0.1919110,2,0.173682 - 0.336644,367013,온양,B,310,활엽수림,310,4000.000000000000000,1000000.000000000000000
897,2,228934,1,40722,1,228934,44790,Cheongyang-gun,청양군,3101,삽교천,31,1,1,1,0.1387210,1,0.003985 - 0.173681,366112,라원,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
898,1,230167,1,40889,1,230167,44800,Hongseong-gun,홍성군,3101,삽교천,31,1,1,1,0.1633730,1,0.003985 - 0.173681,366112,라원,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
899,1,235711,1,41625,1,235711,44810,Yesan-gun,예산군,3101,삽교천,31,1,1,1,0.1627820,1,0.003985 - 0.173681,366083,대흥,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
900,1,238176,1,41942,1,238176,44810,Yesan-gun,예산군,3101,삽교천,31,1,1,1,0.1491570,1,0.003985 - 0.173681,366084,유구,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
901,1,240015,1,42194,1,240015,44810,Yesan-gun,예산군,3101,삽교천,31,1,1,1,0.1723880,1,0.003985 - 0.173681,366081,예산,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
902,2,241228,1,42351,2,241228,44800,Hongseong-gun,홍성군,3101,삽교천,31,1,1,1,0.1956840,2,0.173682 - 0.336644,366072,덕산,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
903,1,243729,1,42760,1,243729,44131,"Dongnam-gu, Cheonan-si",천안시동남구,3101,삽교천,31,1,1,1,0.2982750,2,0.173682 - 0.336644,367051,광덕,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
904,1,244949,1,42945,1,244949,44200,Asan-si,아산시,3101,삽교천,31,1,1,1,0.1958220,2,0.173682 - 0.336644,366082,대술,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
905,1,246150,1,43108,1,246150,44810,Yesan-gun,예산군,3101,삽교천,31,1,1,1,0.2515060,2,0.173682 - 0.336644,366072,덕산,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
906,2,249233,1,43636,1,249233,44270,Dangjin-si,당진시,3101,삽교천,31,1,1,1,0.1894580,2,0.173682 - 0.336644,366034,면천,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
907,1,248020,1,43436,1,248020,44200,Asan-si,아산시,3101,삽교천,31,1,1,1,0.1586520,1,0.003985 - 0.173681,366044,아산,B,330,혼효림,330,4000.000000000000000,1000000.000000000000000
908,1,246793,1,43235,1,246793,44200,Asan-si,아산시,3101,삽교천,31,1,1,1,0.2339770,2,0.173682 - 0.336644,366082,대술,B,330,혼효림,330,4000.000000000000000,1000000.000000000000000
909,1,252916,1,44281,1,252916,44270,Dangjin-si,당진시,3101,삽교천,31,1,1,1,0.1962610,2,0.173682 - 0.336644,366034,면천,B,330,혼효림,330,4000.000000000000000,1000000.000000000000000
910,2,256007,1,44785,1,256007,44200,Asan-si,아산시,3101,삽교천,31,1,1,1,0.0471732,1,0.003985 - 0.173681,366043,합덕,B,710,내륙수,710,4000.000000000000000,1000000.000000000000000
911,1,248638,1,43546,1,248638,44200,Asan-si,아산시,3101,삽교천,31,1,1,1,0.1904950,2,0.173682 - 0.336644,366044,아산,B,710,내륙수,710,4000.000000000000000,1000000.000000000000000
912,1,255355,1,44656,2,255355,44210,Seosan-si,서산시,3201,대호방조제,32,1,1,1,0.1685100,1,0.003985 - 0.173681,366024,서산,B,210,논,210,4000.000000000000000,1000000.000000000000000
913,1,255973,1,44751,1,255973,44210,Seosan-si,서산시,3201,대호방조제,32,1,1,1,0.1291850,1,0.003985 - 0.173681,366024,서산,B,210,논,210,4000.000000000000000,1000000.000000000000000
914,1,258435,1,45084,1,258435,44270,Dangjin-si,당진시,3201,대호방조제,32,1,1,1,0.1048080,1,0.003985 - 0.173681,366022,대산,B,210,논,210,4000.000000000000000,1000000.000000000000000
915,1,260907,1,45385,1,260907,44270,Dangjin-si,당진시,3201,대호방조제,32,1,1,1,0.0909086,1,0.003985 - 0.173681,366031,고대,B,210,논,210,4000.000000000000000,1000000.000000000000000
916,1,263352,1,45706,1,263352,44210,Seosan-si,서산시,3201,대호방조제,32,1,1,1,0.0604098,1,0.003985 - 0.173681,366022,대산,B,210,논,210,4000.000000000000000,1000000.000000000000000
917,1,265815,1,46034,1,265815,44270,Dangjin-si,당진시,3201,대호방조제,32,1,1,1,0.0367707,1,0.003985 - 0.173681,376144,난지,D,210,논,210,4000.000000000000000,1000000.000000000000000
918,1,255987,1,44765,1,255987,44270,Dangjin-si,당진시,3201,대호방조제,32,1,1,1,0.1976980,2,0.173682 - 0.336644,366033,운산,B,210,논,210,4000.000000000000000,1000000.000000000000000
919,1,258440,1,45089,1,258440,44270,Dangjin-si,당진시,3201,대호방조제,32,1,1,1,0.1339960,1,0.003985 - 0.173681,366031,고대,B,220,밭,220,4000.000000000000000,1000000.000000000000000
920,1,260278,1,45295,1,260278,44210,Seosan-si,서산시,3201,대호방조제,32,1,1,1,0.1149310,1,0.003985 - 0.173681,366022,대산,B,220,밭,220,4000.000000000000000,1000000.000000000000000
921,1,255377,1,44678,1,255377,44270,Dangjin-si,당진시,3201,대호방조제,32,1,1,1,0.1855800,2,0.173682 - 0.336644,366034,면천,B,220,밭,220,4000.000000000000000,1000000.000000000000000
922,1,257821,1,45011,1,257821,44270,Dangjin-si,당진시,3201,대호방조제,32,0,1,1,0.1515990,1,0.003985 - 0.173681,366031,고대,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
923,1,259683,1,45244,1,259683,44270,Dangjin-si,당진시,3201,대호방조제,32,1,1,1,0.1418670,1,0.003985 - 0.173681,366032,당진,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
924,1,262134,1,45547,1,262134,44270,Dangjin-si,당진시,3201,대호방조제,32,1,1,1,0.0952375,1,0.003985 - 0.173681,366031,고대,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
925,1,254751,1,44570,1,254751,44270,Dangjin-si,당진시,3201,대호방조제,32,1,1,1,0.2112890,2,0.173682 - 0.336644,366033,운산,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
926,1,255979,1,44757,1,255979,44270,Dangjin-si,당진시,3201,대호방조제,32,1,1,1,0.1791780,2,0.173682 - 0.336644,366033,운산,B,320,침엽수림,320,4000.000000000000000,1000000.000000000000000
927,1,263374,1,45728,1,263374,44270,Dangjin-si,당진시,3201,대호방조제,32,1,1,1,0.0682192,1,0.003985 - 0.173681,366032,당진,B,330,혼효림,330,4000.000000000000000,1000000.000000000000000
928,1,258451,1,45100,1,258451,44270,Dangjin-si,당진시,3201,대호방조제,32,1,1,1,0.1783860,2,0.173682 - 0.336644,366032,당진,B,330,혼효림,330,4000.000000000000000,1000000.000000000000000
929,1,263356,1,45710,1,263356,44270,Dangjin-si,당진시,3201,대호방조제,32,1,1,1,0.0322057,1,0.003985 - 0.173681,366022,대산,B,710,내륙수,710,4000.000000000000000,1000000.000000000000000
930,1,249178,1,43581,1,249178,44825,Taean-gun,태안군,3202,부남방조제,32,0,1,1,0.0672596,1,0.003985 - 0.173681,366014,소원,B,110,주거지역,110,4000.000000000000000,1000000.000000000000000
931,1,247354,1,43282,1,247354,44210,Seosan-si,서산시,3202,부남방조제,32,1,1,1,0.1930950,2,0.173682 - 0.336644,366061,달산,B,110,주거지역,110,4000.000000000000000,1000000.000000000000000
